rolling_avg_pts,venue_avg_pts,strike_rate,economy_rate,opposition_factor,market_win_prob,implied_team_runs,actual_fantasy_points
43.72700594236812,64.90808570098726,102.95930501870338,7.09540892568109,0.930852841867953,0.6965113532637819,167.08920959462284,67.5
72.53571532049581,56.80481831720602,127.93306631648507,6.895909388148655,0.923489399536,0.6587166767928307,175.76769780339606,58.8
61.59969709057025,45.476380814316386,151.10620851134857,4.6282103290321785,1.2531272902605184,0.544117370873344,137.53275291547493,74.4
54.93292420985183,70.68975098534743,141.25574204866928,6.2062391381307815,0.9247730999247531,0.77362828616716,163.7411869724899,81.6
32.80093202212183,64.23655862769397,146.45928035030147,6.400978093929285,0.9359748630643155,0.32028470931704167,160.0222188200624,49.6
32.79972601681013,38.130846967244565,136.11483566975022,6.494113904484502,1.179699131208982,0.26555852618577286,178.29812637517898,54.8
27.904180608409973,75.54635922469213,138.45935951624966,7.400861846136662,1.02486992122527,0.7123771801732535,183.42609423368825,50.1
68.30880728874675,71.12686214615846,149.44369560957236,7.168012733634392,1.1883552784775906,0.46348988998024904,120.85097400341708,63.1
55.05575058716044,77.4899956645962,107.47676062014301,7.539525463967223,0.8326830787821926,0.7081813125242364,167.18139433411548,56.0
60.40362888980228,66.28597541941801,124.25974745501983,8.324416307710642,1.0437855968366923,0.7358541231172491,123.62850593838102,47.5
26.02922471479012,60.6707597967895,105.48466092737216,8.564928693580468,0.8168068000916413,0.23747455617144286,158.42010655541492,27.7
73.49549260809971,50.912151814530944,159.1367605597653,8.090615381132473,0.8313266017276773,0.7300788577916366,140.13429103305748,42.2
66.62213204002109,76.63642416770065,156.08415377806293,9.277618479774674,1.2532187266722055,0.4689914332216534,141.47436196654988,57.3
35.61695553391381,73.30319447502042,92.7598767957954,4.591162913381808,0.8696226855587976,0.5062594934025394,144.70709524166494,47.5
34.09124836035503,32.26093350530947,139.3902620760982,5.478889928417731,1.0662103411376087,0.5759555066559262,163.4904714334727,49.7
34.17022549267169,31.3183487248626,154.7673822190966,4.5378143748907105,1.0055478013003534,0.7558295640380521,143.38349759681384,55.4
40.21211214797688,48.82316834390248,102.64027415891334,7.7373735707730145,0.9736716631294213,0.21146965665785844,171.28893354131964,38.0
51.2378215816119,70.52766653909165,129.75616613868408,8.990152744749935,1.2499166728436362,0.4861060809906903,148.31691699017088,62.5
46.59725093210579,79.36380646574722,154.08418083116294,5.717411482881497,0.8109116983877448,0.6126332254583364,124.7847240216971,76.0
39.5614570099021,37.52084455517641,92.37621850100592,9.135172723981533,1.1318948430877946,0.6336241746189372,174.8631889738875,32.5
55.59264473611897,59.70653576760675,138.8194187072788,4.801336951447804,1.2816972171067753,0.6155194589222648,140.00308272148942,52.8
31.97469303260209,49.04454283155108,110.81443051607854,9.17218013402757,1.080084091730921,0.28066107764487314,150.29368157194838,17.9
39.60723242676091,78.49571989073016,154.70773367635712,6.2581134361981725,1.2684112310165458,0.3796373530230088,167.9810718255331,57.6
43.318092164684586,72.10594615678544,157.97407716157574,5.0071041422460825,0.8261289396430119,0.4152293152502081,143.27193100040984,55.3
47.8034992108518,71.91643523555689,156.09865423794037,6.929358795931629,1.0093966595370807,0.682662324607703,123.96099593027009,50.7
64.25879806965068,53.434657989748516,123.19499516602247,5.78388283860254,0.9300788954810256,0.3672559234487318,146.17447329089694,39.0
34.98368910791799,50.74097511688326,150.34298556925194,5.924364509809614,1.165410482490365,0.32642297832032197,186.11140078860126,50.3
50.71172192068058,43.670353596535314,149.11845789745493,6.036449824631433,1.2906485452486234,0.7744688114228577,164.92140781089907,72.8
54.620728443102124,32.81877483254635,112.3370331270279,8.515129489163318,0.9282650312221239,0.20531797106808136,167.00354040670447,48.3
27.322520635999886,73.23611881275266,148.0240831905474,7.195806383376272,1.1270873007370372,0.7986925134091871,164.25975075463478,52.3
55.37724259507192,70.64505045650388,92.59053443008449,6.056538495780018,0.8990488163798701,0.6060927793144375,133.92944972716057,50.0
33.526206184364575,79.98588366430653,131.73889149374372,7.551668916554592,1.082665127285805,0.6970815796694703,149.2833704871596,42.7
